Rating,RatingSource,imdbID
 8.6/10, Internet Movie Database,tt0814272
 6.2/10, Internet Movie Database,tt0076684
 8.0/10, Internet Movie Database,tt2017535
 8.6/10, Internet Movie Database,tt3335458
 5.8/10, Internet Movie Database,tt0063556
 7.8/10, Internet Movie Database,tt0176940
 7.8/10, Internet Movie Database,tt0047433
 8.0/10, Internet Movie Database,tt1146326
 4.7/10, Internet Movie Database,tt0472741
 5.9/10, Internet Movie Database,tt0147964
 6.2/10, Internet Movie Database,tt2916416
43%, Rotten Tomatoes,tt2916416
 8.5/10, Internet Movie Database,tt0120586
83%, Rotten Tomatoes,tt0120586
 62/100, Metacritic,tt0120586
 6.4/10, Internet Movie Database,tt0483756
25%, Rotten Tomatoes,tt0483756
 28/100, Metacritic,tt0483756
 7.4/10, Internet Movie Database,tt0386824
 6.8/10, Internet Movie Database,tt1652291
 4.7/10, Internet Movie Database,tt1535026
 5.3/10, Internet Movie Database,tt0869152
40%, Rotten Tomatoes,tt0869152
 8.4/10, Internet Movie Database,tt2428530
 8.0/10, Internet Movie Database,tt5891588
 7.4/10, Internet Movie Database,tt2215751
 4.2/10, Internet Movie Database,tt1830501
 5.2/10, Internet Movie Database,tt1645857
 7.4/10, Internet Movie Database,tt2697468
 7.3/10, Internet Movie Database,tt0060653
 6.4/10, Internet Movie Database,tt0051946
 6.5/10, Internet Movie Database,tt0037861
 7.5/10, Internet Movie Database,tt0185560
 6.7/10, Internet Movie Database,tt0150545
 6.6/10, Internet Movie Database,tt0488487
 5.3/10, Internet Movie Database,tt0170388
 4.5/10, Internet Movie Database,tt0099297
 8.2/10, Internet Movie Database,tt0892862
73%, Rotten Tomatoes,tt0892862
 7.1/10, Internet Movie Database,tt0263458
 8.5/10, Internet Movie Database,tt0336077
 7.5/10, Internet Movie Database,tt0273077
 6.6/10, Internet Movie Database,tt0339343
 5.3/10, Internet Movie Database,tt4491640
 6.8/10, Internet Movie Database,tt1808454
 6.5/10, Internet Movie Database,tt0134869
 6.7/10, Internet Movie Database,tt0391122
 8.2/10, Internet Movie Database,tt0322499
 6.8/10, Internet Movie Database,tt0279940
 5.6/10, Internet Movie Database,tt1357414
 6.6/10, Internet Movie Database,tt1244629
 6.9/10, Internet Movie Database,tt0093228
 7.3/10, Internet Movie Database,tt0093437
74%, Rotten Tomatoes,tt0093437
 63/100, Metacritic,tt0093437
 4.0/10, Internet Movie Database,tt2308593
 6.6/10, Internet Movie Database,tt1692093
 5.7/10, Internet Movie Database,tt0060511
 6.8/10, Internet Movie Database,tt0468753
 6.2/10, Internet Movie Database,tt0031982
 8.1/10, Internet Movie Database,tt0331083
 6.0/10, Internet Movie Database,tt7189374
 5.1/10, Internet Movie Database,tt5843838
 7.3/10, Internet Movie Database,tt0024144
 4.8/10, Internet Movie Database,tt0376198
 5.2/10, Internet Movie Database,tt2437548
62%, Rotten Tomatoes,tt2437548
 62/100, Metacritic,tt2437548
 6.0/10, Internet Movie Database,tt3169710
 7.2/10, Internet Movie Database,tt0040876
71%, Rotten Tomatoes,tt0040876
 7.7/10, Internet Movie Database,tt2731398
100%, Rotten Tomatoes,tt2731398
 76/100, Metacritic,tt2731398
 5.6/10, Internet Movie Database,tt0400242
 6.4/10, Internet Movie Database,tt0111806
 4.7/10, Internet Movie Database,tt2414822
 7.8/10, Internet Movie Database,tt0251070
 7.5/10, Internet Movie Database,tt0393163
 8.2/10, Internet Movie Database,tt0483830
 6.4/10, Internet Movie Database,tt0433418
 7.6/10, Internet Movie Database,tt0062615
100%, Rotten Tomatoes,tt3564728
 7.9/10, Internet Movie Database,tt0763852
80%, Rotten Tomatoes,tt0763852
 59/100, Metacritic,tt0763852
 4.0/10, Internet Movie Database,tt4472466
 6.5/10, Internet Movie Database,tt0208325
 7.2/10, Internet Movie Database,tt0839938
84%, Rotten Tomatoes,tt0839938
 70/100, Metacritic,tt0839938
 6.5/10, Internet Movie Database,tt1576382
 7.8/10, Internet Movie Database,tt0306144
 6.4/10, Internet Movie Database,tt0469688
 7.3/10, Internet Movie Database,tt0227138
 6.8/10, Internet Movie Database,tt2137286
 6.8/10, Internet Movie Database,tt2387132
 8.7/10, Internet Movie Database,tt0399408
 4.9/10, Internet Movie Database,tt0055293
 6.2/10, Internet Movie Database,tt3100274
33%, Rotten Tomatoes,tt3100274
 44/100, Metacritic,tt3100274
 6.5/10, Internet Movie Database,tt0912586
86%, Rotten Tomatoes,tt0912586
 4.7/10, Internet Movie Database,tt2269486
 5.8/10, Internet Movie Database,tt1131583
 6.4/10, Internet Movie Database,tt2174926
 4.8/10, Internet Movie Database,tt1965171
 7.5/10, Internet Movie Database,tt0424261
 7.8/10, Internet Movie Database,tt0436039
91%, Rotten Tomatoes,tt0436039
 74/100, Metacritic,tt0436039
 7.7/10, Internet Movie Database,tt2501698
 7.9/10, Internet Movie Database,tt0390200
 7.0/10, Internet Movie Database,tt3838818
 7.2/10, Internet Movie Database,tt0470532
 7.9/10, Internet Movie Database,tt2091222
 6.6/10, Internet Movie Database,tt0048316
50%, Rotten Tomatoes,tt0048316
 6.2/10, Internet Movie Database,tt0061810
75%, Rotten Tomatoes,tt0061810
 5.9/10, Internet Movie Database,tt1034314
36%, Rotten Tomatoes,tt1034314
 7.3/10, Internet Movie Database,tt0471160
 4.2/10, Internet Movie Database,tt0470023
 6.8/10, Internet Movie Database,tt0281150
 8.1/10, Internet Movie Database,tt2199715
 6.5/10, Internet Movie Database,tt0216735
 6.5/10, Internet Movie Database,tt0242463
 7.0/10, Internet Movie Database,tt3087490
 7.1/10, Internet Movie Database,tt0073454
 7.5/10, Internet Movie Database,tt3527510
 2.9/10, Internet Movie Database,tt1294969
 5.0/10, Internet Movie Database,tt0111695
 8.0/10, Internet Movie Database,tt2120111
 8.0/10, Internet Movie Database,tt0899195
 6.7/10, Internet Movie Database,tt0470893
 2.4/10, Internet Movie Database,tt0321398
 2.6/10, Internet Movie Database,tt1460639
 7.2/10, Internet Movie Database,tt0999910
 6.9/10, Internet Movie Database,tt0180545
 5.5/10, Internet Movie Database,tt0823206
 6.2/10, Internet Movie Database,tt0104050
 7.7/10, Internet Movie Database,tt6786550
 4.5/10, Internet Movie Database,tt0423444
 6.7/10, Internet Movie Database,tt0037522
 4.3/10, Internet Movie Database,tt0098369
0%, Rotten Tomatoes,tt0098369
 6.6/10, Internet Movie Database,tt0230426
 6.3/10, Internet Movie Database,tt0263290
 8.2/10, Internet Movie Database,tt0174666
 6.1/10, Internet Movie Database,tt0073622
 6.2/10, Internet Movie Database,tt0419208
 8.7/10, Internet Movie Database,tt1496897
 6.6/10, Internet Movie Database,tt0054295
 5.3/10, Internet Movie Database,tt1136626
 6.3/10, Internet Movie Database,tt0323177
 6.4/10, Internet Movie Database,tt4171982
 5.7/10, Internet Movie Database,tt4040042
 6.6/10, Internet Movie Database,tt0040182
 6.4/10, Internet Movie Database,tt1639081
 6.3/10, Internet Movie Database,tt1144481
 6.3/10, Internet Movie Database,tt7908312
 5.5/10, Internet Movie Database,tt1665406
 6.5/10, Internet Movie Database,tt0486554
 5.8/10, Internet Movie Database,tt0106399
 5.1/10, Internet Movie Database,tt0449503
 5.4/10, Internet Movie Database,tt0770716
 7.1/10, Internet Movie Database,tt0042509
 6.8/10, Internet Movie Database,tt2508460
 6.5/10, Internet Movie Database,tt0259650
 6.6/10, Internet Movie Database,tt5501264
 8.7/10, Internet Movie Database,tt3737170
 5.2/10, Internet Movie Database,tt0808146
0%, Rotten Tomatoes,tt0808146
 7.4/10, Internet Movie Database,tt0815161
 6.3/10, Internet Movie Database,tt0341598
 7.1/10, Internet Movie Database,tt0331822
 5.2/10, Internet Movie Database,tt0254162
 6.7/10, Internet Movie Database,tt0080079
 2.0/10, Internet Movie Database,tt0102765
 9.1/10, Internet Movie Database,tt0891290
 5.2/10, Internet Movie Database,tt5610626
 6.6/10, Internet Movie Database,tt0061683
60%, Rotten Tomatoes,tt0061683
 5.9/10, Internet Movie Database,tt0937231
 7.5/10, Internet Movie Database,tt0164982
 2.3/10, Internet Movie Database,tt0976106
 4.2/10, Internet Movie Database,tt2853182
 8.7/10, Internet Movie Database,tt4020156
 7.2/10, Internet Movie Database,tt1663145
 7.4/10, Internet Movie Database,tt6932146
 6.6/10, Internet Movie Database,tt5860504
 8.9/10, Internet Movie Database,tt0192117
 6.3/10, Internet Movie Database,tt4196450
72%, Rotten Tomatoes,tt4196450
 69/100, Metacritic,tt4196450
 7.6/10, Internet Movie Database,tt2619826
 6.4/10, Internet Movie Database,tt3725224
 3.0/10, Internet Movie Database,tt0263205
 7.5/10, Internet Movie Database,tt1592551
 6.0/10, Internet Movie Database,tt0088326
20%, Rotten Tomatoes,tt0088326
 4.6/10, Internet Movie Database,tt0073632
 5.5/10, Internet Movie Database,tt3651362
 7.6/10, Internet Movie Database,tt0224232
 6.3/10, Internet Movie Database,tt0974515
 5.1/10, Internet Movie Database,tt0257288
 7.1/10, Internet Movie Database,tt0063718
 7.5/10, Internet Movie Database,tt0280546
 3.7/10, Internet Movie Database,tt0128318
 3.6/10, Internet Movie Database,tt0480026
 6.7/10, Internet Movie Database,tt0145243
 5.8/10, Internet Movie Database,tt0275746
 3.7/10, Internet Movie Database,tt1445675
 6.2/10, Internet Movie Database,tt1417101
 3.2/10, Internet Movie Database,tt0460556
 4.2/10, Internet Movie Database,tt0480720
 8.0/10, Internet Movie Database,tt0966562
 8.1/10, Internet Movie Database,tt0151416
 5.4/10, Internet Movie Database,tt4917864
 6.1/10, Internet Movie Database,tt0236092
 7.5/10, Internet Movie Database,tt0041460
 7.5/10, Internet Movie Database,tt1176411
 5.8/10, Internet Movie Database,tt1506943
 6.1/10, Internet Movie Database,tt0132724
 8.8/10, Internet Movie Database,tt5981732
 6.9/10, Internet Movie Database,tt0042265
 7.9/10, Internet Movie Database,tt1271990
 7.2/10, Internet Movie Database,tt0074442
 8.0/10, Internet Movie Database,tt1823751
 6.1/10, Internet Movie Database,tt0843850
35%, Rotten Tomatoes,tt0843850
 46/100, Metacritic,tt0843850
 6.0/10, Internet Movie Database,tt0177119
 6.9/10, Internet Movie Database,tt1204302
 6.1/10, Internet Movie Database,tt0050629
 5.5/10, Internet Movie Database,tt5845712
 5.7/10, Internet Movie Database,tt1992109
 6.8/10, Internet Movie Database,tt5427450
100%, Rotten Tomatoes,tt5427450
 85/100, Metacritic,tt5427450
 8.2/10, Internet Movie Database,tt1747972
 7.8/10, Internet Movie Database,tt2229439
 6.3/10, Internet Movie Database,tt0120383
38%, Rotten Tomatoes,tt0120383
 6.8/10, Internet Movie Database,tt0075364
 7.2/10, Internet Movie Database,tt0796327
 5.8/10, Internet Movie Database,tt1313158
 7.0/10, Internet Movie Database,tt0102025
 5.0/10, Internet Movie Database,tt1274610
 7.8/10, Internet Movie Database,tt2281239
 6.1/10, Internet Movie Database,tt0057504
 8.4/10, Internet Movie Database,tt0438769
 6.5/10, Internet Movie Database,tt1281108
 4.3/10, Internet Movie Database,tt0002162
 5.8/10, Internet Movie Database,tt0301203
 8.4/10, Internet Movie Database,tt0442663
 5.3/10, Internet Movie Database,tt0051633
 7.4/10, Internet Movie Database,tt0116693
 5.7/10, Internet Movie Database,tt0060890
 6.7/10, Internet Movie Database,tt0465519
 5.0/10, Internet Movie Database,tt4737342
 6.0/10, Internet Movie Database,tt1637679
 1.2/10, Internet Movie Database,tt2407482
 6.1/10, Internet Movie Database,tt2241353
 4.8/10, Internet Movie Database,tt3952108
 5.9/10, Internet Movie Database,tt0035338
 2.7/10, Internet Movie Database,tt0142184
 5.1/10, Internet Movie Database,tt0103756
 3.8/10, Internet Movie Database,tt0271552
 7.3/10, Internet Movie Database,tt0387273
 7.0/10, Internet Movie Database,tt0877713
 5.4/10, Internet Movie Database,tt0081325
 6.4/10, Internet Movie Database,tt0332436
 7.4/10, Internet Movie Database,tt3833400
 6.2/10, Internet Movie Database,tt0077525
 5.0/10, Internet Movie Database,tt0204901
 6.7/10, Internet Movie Database,tt4921474
 5.5/10, Internet Movie Database,tt0056586
 10.0/10, Internet Movie Database,tt5169454
 2.7/10, Internet Movie Database,tt0968738
 8.0/10, Internet Movie Database,tt2394093
 8.7/10, Internet Movie Database,tt2302551
 7.6/10, Internet Movie Database,tt1885202
 6.5/10, Internet Movie Database,tt1392271
 7.0/10, Internet Movie Database,tt1418971
 6.3/10, Internet Movie Database,tt0281766
 6.9/10, Internet Movie Database,tt0414373
 7.3/10, Internet Movie Database,tt0097013
13%, Rotten Tomatoes,tt6652708
 7.3/10, Internet Movie Database,tt0070939
 6.1/10, Internet Movie Database,tt0420976
 4.8/10, Internet Movie Database,tt0385716
 7.1/10, Internet Movie Database,tt0439405
 5.3/10, Internet Movie Database,tt0321801
 8.7/10, Internet Movie Database,tt3273916
 6.7/10, Internet Movie Database,tt1615862
 6.6/10, Internet Movie Database,tt0194421
 5.5/10, Internet Movie Database,tt0028568
 4.5/10, Internet Movie Database,tt0256160
 4.0/10, Internet Movie Database,tt0172096
 5.1/10, Internet Movie Database,tt0303275
 3.8/10, Internet Movie Database,tt2952488
 4.9/10, Internet Movie Database,tt1672822
 8.5/10, Internet Movie Database,tt0144161
 9.3/10, Internet Movie Database,tt3607754
 7.1/10, Internet Movie Database,tt0038396
 3.9/10, Internet Movie Database,tt0085937
 6.1/10, Internet Movie Database,tt0043719
 8.7/10, Internet Movie Database,tt0207376
 7.4/10, Internet Movie Database,tt0139636
 5.5/10, Internet Movie Database,tt4387348
 6.7/10, Internet Movie Database,tt3760076
 5.9/10, Internet Movie Database,tt0166002
 6.7/10, Internet Movie Database,tt0124130
 5.4/10, Internet Movie Database,tt1020963
 5.8/10, Internet Movie Database,tt1794725
 6.9/10, Internet Movie Database,tt0121798
 8.7/10, Internet Movie Database,tt0824765
 7.0/10, Internet Movie Database,tt1934269
86%, Rotten Tomatoes,tt1934269
 66/100, Metacritic,tt1934269
 7.4/10, Internet Movie Database,tt1570467
 7.2/10, Internet Movie Database,tt0351776
 6.3/10, Internet Movie Database,tt3263790
 7.6/10, Internet Movie Database,tt4720102
 6.8/10, Internet Movie Database,tt2560632
87%, Rotten Tomatoes,tt2560632
 6.6/10, Internet Movie Database,tt1014771
 3.1/10, Internet Movie Database,tt2099797
 6.1/10, Internet Movie Database,tt2177884
 5.5/10, Internet Movie Database,tt0063693
 7.6/10, Internet Movie Database,tt0327804
 7.8/10, Internet Movie Database,tt0446085
 7.8/10, Internet Movie Database,tt0897250
 7.3/10, Internet Movie Database,tt1884250
 6.1/10, Internet Movie Database,tt0041907
 5.2/10, Internet Movie Database,tt0828432
 8.0/10, Internet Movie Database,tt1342900
 5.2/10, Internet Movie Database,tt0225387
 5.5/10, Internet Movie Database,tt0959564
 2.7/10, Internet Movie Database,tt2837602
 5.4/10, Internet Movie Database,tt0062743
 8.0/10, Internet Movie Database,tt2358909
 5.2/10, Internet Movie Database,tt0186310
 5.6/10, Internet Movie Database,tt0227227
 8.3/10, Internet Movie Database,tt2455972
 8.3/10, Internet Movie Database,tt1797528
 5.8/10, Internet Movie Database,tt0014946
 8.4/10, Internet Movie Database,tt0098208
 6.4/10, Internet Movie Database,tt0403692
79%, Rotten Tomatoes,tt0403692
 63/100, Metacritic,tt0403692
 6.3/10, Internet Movie Database,tt0126044
 3.7/10, Internet Movie Database,tt1781896
 7.1/10, Internet Movie Database,tt0070589
 7.7/10, Internet Movie Database,tt0132995
 8.3/10, Internet Movie Database,tt2014166
 7.1/10, Internet Movie Database,tt0030229
 5.3/10, Internet Movie Database,tt0011094
 6.3/10, Internet Movie Database,tt0007031
 4.4/10, Internet Movie Database,tt3107328
 7.2/10, Internet Movie Database,tt1806969
 7.8/10, Internet Movie Database,tt3284626
 6.2/10, Internet Movie Database,tt5559700
 7.6/10, Internet Movie Database,tt0465721
 5.7/10, Internet Movie Database,tt0158831
 5.4/10, Internet Movie Database,tt0149852
 4.0/10, Internet Movie Database,tt0114531
 7.5/10, Internet Movie Database,tt3029766
 7.1/10, Internet Movie Database,tt0152537
 8.2/10, Internet Movie Database,tt0101557
 6.8/10, Internet Movie Database,tt2043829
 8.7/10, Internet Movie Database,tt3467864
 6.7/10, Internet Movie Database,tt0943972
 6.5/10, Internet Movie Database,tt3017156
 5.5/10, Internet Movie Database,tt0115509
 5.4/10, Internet Movie Database,tt0489410
 7.0/10, Internet Movie Database,tt3788154
 8.6/10, Internet Movie Database,tt0077518
 6.7/10, Internet Movie Database,tt0283956
 6.3/10, Internet Movie Database,tt0230745
 5.8/10, Internet Movie Database,tt0403020
 5.5/10, Internet Movie Database,tt0362779
 3.9/10, Internet Movie Database,tt0874306
 7.2/10, Internet Movie Database,tt0021922
 5.2/10, Internet Movie Database,tt1264971
 6.2/10, Internet Movie Database,tt1843283
 1.8/10, Internet Movie Database,tt1588314
 7.5/10, Internet Movie Database,tt0137728
 5.9/10, Internet Movie Database,tt0279117
 1.9/10, Internet Movie Database,tt1760377
 7.1/10, Internet Movie Database,tt0063356
89%, Rotten Tomatoes,tt0063356
 5.4/10, Internet Movie Database,tt0159647
 5.2/10, Internet Movie Database,tt1625562
 7.9/10, Internet Movie Database,tt0814250
 6.7/10, Internet Movie Database,tt7599050
 6.9/10, Internet Movie Database,tt0244692
 7.8/10, Internet Movie Database,tt0359991
 7.2/10, Internet Movie Database,tt0334551
 6.0/10, Internet Movie Database,tt0163141
 5.9/10, Internet Movie Database,tt0449802
 7.9/10, Internet Movie Database,tt2497226
 6.5/10, Internet Movie Database,tt0055616
 7.6/10, Internet Movie Database,tt0180593
 6.8/10, Internet Movie Database,tt1560644
 5.9/10, Internet Movie Database,tt1342411
 7.9/10, Internet Movie Database,tt1676684
 7.2/10, Internet Movie Database,tt0194913
 5.2/10, Internet Movie Database,tt0118212
 6.8/10, Internet Movie Database,tt0030997
 5.1/10, Internet Movie Database,tt1781944
 7.3/10, Internet Movie Database,tt0054443
96%, Rotten Tomatoes,tt0054443
 6.8/10, Internet Movie Database,tt3570324
 5.9/10, Internet Movie Database,tt0155677
 7.2/10, Internet Movie Database,tt5815940
 6.7/10, Internet Movie Database,tt0111142
89%, Rotten Tomatoes,tt3712738
 6.3/10, Internet Movie Database,tt0307568
 6.9/10, Internet Movie Database,tt0325665
 6.4/10, Internet Movie Database,tt0178704
80%, Rotten Tomatoes,tt0178704
 5.1/10, Internet Movie Database,tt0762108
 7.0/10, Internet Movie Database,tt2268624
 5.5/10, Internet Movie Database,tt0025855
 8.3/10, Internet Movie Database,tt3779830
 6.6/10, Internet Movie Database,tt0829144
 6.1/10, Internet Movie Database,tt2180290
 3.6/10, Internet Movie Database,tt3486826
 6.1/10, Internet Movie Database,tt1485145
 5.6/10, Internet Movie Database,tt0482615
